artist,album,albumyear,bayesian,votes,rating,played
Lorenzo Feliciati,Rumble,2020,3.95,3,3.67,4
Lorenzo Feliciati,Elevator Man,2017,4.05,3,3.83,13
LoreWeaver,Imperviae Auditiones,2011,4.38,4,4.38,12
Los Canarios,Ciclos,1974,3.92,7,3.79,20
Los Exploradores,Inventure,2019,4.39,9,4.39,21
Lost in Thought,Renascence,2018,4.21,4,4.13,8
Lost in Thought,Opus Arise,2011,4.75,7,4.86,60
Lost Paragraph,Parasta Ennen,2018,3.85,3,3.50,10
Lost World Band,Spheres Aligned,2019,4.44,2,4.50,20
Lost World Band,Of Things and Beings,2016,4.13,4,4.00,31
Lost World Band,Solar Power,2013,4.09,12,4.04,27
Lost World Band,Awakening of the Elements,2006,4.66,6,4.75,314
Lost World Band,Trajectories,2001,4.07,2,3.75,168
Lost World Band,Lost World,1992,4.44,2,4.50,3
Love De Vice,Pills,2016,4.25,7,4.21,31
Love de Vice,2010 Progpower Sampler,2010,3.92,1,3.00,7
Luca Di Gennaro,The 2nd Coming,2022,4.52,9,4.56,26
Luca Turilli,The Infinite Wonders of Creation,2006,4.81,7,4.93,11
Luca Turilli,Prophet Of The Last Eclipse,2004,4.25,1,4.00,6
Luca Turilli's Rhapsody,Prometheus - Symphonia Ignis Divinus,2015,4.47,6,4.50,14
Luca Turilli's Rhapsody,Ascending To Infinity,2012,4.68,5,4.80,27
Lucas White Edsey,LWE,2006,4.25,5,4.20,143
Lucid Fly,Building Castles in Air,2016,4.25,1,4.00,1
Lucid Fly,Adapting To Gravity,2002,4.09,1,3.50,7
Lucid Planet,II,2020,4.47,7,4.50,21
Lucid Planet,Lucid Planet,2015,4.32,5,4.30,3
Lucifer Was,Morning Star,2017,4.25,1,4.00,11
Lucifer's Friend,Black Moon,2019,4.25,3,4.17,14
Lucifer's Friend,Too Late to Hate,2016,4.25,3,4.17,32
Lucifer's Friend,Awakening,2015,4.29,4,4.25,51
Lucifer's Friend,Live At Sweden Rock 2015,2015,4.07,2,3.75,24
Lucifer's Friend,Banquet,1974,4.27,10,4.25,25
Lucifer's Friend,Where The Groupies Killed The Blues,1972,4.40,11,4.41,31
Lucy In Blue,In Flight,2019,4.25,1,4.00,9
Lumsk,Det Vilde Kor,2007,4.83,8,4.94,43
Lumsk,Åsmund Frægdegjevar,2003,4.77,10,4.85,42
Lumsk,Troll,2003,4.25,5,4.20,11
Lunar,Eidolon,2019,3.95,3,3.67,14
Lunar Cape,Legends of Nantucket Island,2022,4.25,5,4.20,6
Lunar Cape,Just Lunatics,2015,4.71,4,4.88,3
Lunar Clock,The Scream Of Nature,2020,4.38,4,4.38,28
Lunatic Soul,Through Shaded Woods,2020,4.79,35,4.81,84
Lunatic Soul,Under the Fragmented Sky,2018,4.58,20,4.60,108
Lunatic Soul,Fractured,2017,4.79,28,4.82,284
Lunatic Soul,Walking On A Flashlight Beam,2014,4.58,19,4.61,160
Lunatic Soul,Impressions,2011,4.65,10,4.70,18
Lunatic Soul,Lunatic Soul 2,2010,4.73,8,4.81,73
Lunatic Soul,Lunatic Soul,2008,4.78,22,4.82,220
Lunatica,New Shores,2009,4.56,10,4.60,49
Lunatica,Fables & Dreams,2004,4.09,1,3.50,6
Lunocode,Celestial Harmonies,2012,4.25,1,4.00,3
Lux Aeterna,Echoes from Silence,2013,4.29,4,4.25,4
Lux Terminus,The Courage to Be,2018,4.47,7,4.50,21
Lydian Sea,Tranquil Memories,2018,4.15,3,4.00,5
Lydian Sea,Invisible Reign,2007,3.75,1,2.50,2
Lydian Sea,Architect of Humanity,2005,4.60,11,4.64,46
Lydian Sea,Lydian Sea,2001,4.07,2,3.75,13
M-Opus,Origins (CD2),2020,4.55,3,4.67,25
M-Opus,Origins (CD1),2020,4.11,9,4.06,33
M-Opus,1975 Triptych,2015,4.54,4,4.63,2
Maat Lander,Elements: Air,2021,4.25,3,4.17,3
Maat Lander,"Seasons of Space, Book #2",2018,4.29,4,4.25,3
Maat Lander,"Seasons Of Space, Book #1",2017,4.05,3,3.83,6
Maat Lander,The Birth Of Maat's Galaxy,2015,4.20,7,4.14,21
Machine Men,Circus of fools,2007,4.19,2,4.00,5
Machine Men,Scars & Wounds,2003,4.54,4,4.63,34
Machines Dream,Revisionist History,2019,4.36,7,4.36,27
Machines Dream,Black Science,2017,4.47,7,4.50,41
Machines Dream,Machines Dream,2013,4.48,11,4.50,111
Mad Fellaz,Road to Planet Cyrcus,2022,4.19,2,4.00,17
Mad Fellaz,Mad Fellaz III,2019,3.97,5,3.80,26
Mad Fellaz,Mad Fellaz II,2016,4.14,11,4.09,29
Mad Fellaz,Mad Fellaz,2013,4.35,3,4.33,25
Madder Mortem,Marrow,2018,4.25,1,4.00,7
Madder Mortem,Eight Ways,2009,4.07,2,3.75,6
Madsword,The Global Villiage,1999,4.34,12,4.33,24
Madsword,Underground Symphony,1994,4.09,1,3.50,1
Maelstrom,Maelstrom,2016,4.09,1,3.50,2
Maestrick,Espresso Della Vita: Sorale,2018,4.31,10,4.30,10
Maeve Of Connacht,Imaginary Tales,2001,4.42,1,4.50,14
Magadan,Still Life.,2016,4.09,1,3.50,10
Magellan,Symphony For A Misanthrope,2005,4.11,5,4.00,70
Magellan,Impossible figures,2003,4.56,11,4.59,243
Magellan,Hundred Year Flood,2002,4.46,4,4.50,37
Magellan,Test Of Wills,1997,4.68,13,4.73,278
Magellan,Impending Ascension,1993,4.39,9,4.39,251
Magellan,Hour Of Restoration,1991,4.78,13,4.85,164
Magenta,Masters of Illusion,2020,4.68,35,4.70,83
Magenta,We Are Legend,2017,4.54,17,4.56,118
Magenta,The Twenty Seven Club,2013,4.60,26,4.62,204
Magenta,Metamorphosis.,2008,4.51,26,4.52,319
Magenta,Home,2006,4.57,23,4.59,354
Magenta,New York Suite,2006,4.54,15,4.57,316
Magenta,Night And Day (With Annie Haslam),2006,4.61,5,4.70,97
Magenta,Seven,2004,4.57,38,4.58,510
Magenta,Revolutions (CD 2),2001,4.71,9,4.78,78
Magenta,Revolutions (CD 1),2001,4.46,15,4.47,88
Magic Bus,The Earth Years,2020,4.07,2,3.75,20
Magic Bus,Phillip The Egg,2017,4.15,3,4.00,17
Magic Bus,Transmission From Sogmore's Garden,2014,4.04,4,3.88,15
Magic Elf,Heavy Meddle,2003,4.37,23,4.37,852
Magic Elf,Live EP,2000,4.44,2,4.50,81
Magic Elf,Elf Tales,1998,4.28,6,4.25,113
Magic Pie,Fragments Of The 5th Element,2019,4.59,22,4.61,58
Magic Pie,King For A Day,2015,4.70,34,4.72,269
Magic Pie,The Suffering Joy,2011,4.71,23,4.74,657
Magic Pie,Circus of Life,2007,4.84,21,4.88,661
Magic Pie,Internet Release,2007,4.59,1,5.00,42
Magic Pie,Motions Of Desire,2005,4.85,55,4.86,1260
Magick Brother & Mystic Sister,Magick Brother & Mystic Sister,2020,3.98,9,3.89,23
Magion,A Different Shade Of Darkness,2013,4.80,12,4.88,20
Magnitude 9,Decoding The Soul,2004,4.28,8,4.25,9
Magnitude 9,Reality In Focus,2001,4.64,28,4.66,102
Magnitude 9,Chaos To Control,1998,4.61,5,4.70,15
Magnum,The Monster Roars,2022,4.10,11,4.05,21
Magnum,The Serpent Rings,2020,4.40,21,4.40,72
Magnum,Escape from the Shadow Garden,2014,4.19,10,4.15,63
Magnum,On A Storyteller's Night,1985,4.42,21,4.43,357
Magnum,The Eleventh Hour!,1983,4.47,21,4.48,378
Magnum,Chase The Dragon (Expanded Edition),1982,4.37,23,4.37,277
Mago de Oz,Gaia III: Atlantia,2010,4.22,6,4.17,14
Mago de Oz,Gaia II (Disc 1),2005,4.32,2,4.25,3
Mago de Oz,Belfast,2004,4.15,3,4.00,9
Mago de Oz,Gaia I,2003,4.61,5,4.70,17
Mago de Oz,Finisterra (Cd 2),2000,4.42,1,4.50,1
Mago de Oz,Finisterra,2000,4.18,8,4.13,7
Magrathea,Legends,2004,4.39,14,4.39,150
Mahogany Frog,DO5,2008,3.94,2,3.50,16
Maieutica,R.E.S.,2016,4.59,1,5.00,5
Majestic,Monument,2020,4.56,19,4.58,34
Majestic,Epsilon 1,2014,4.71,4,4.88,31
Majestic,Epsilon 2,2014,4.28,6,4.25,51
Majestic,V.O.Z.(Disk 2),2012,4.25,1,4.00,22
Majestic,V.O.Z.(Disk 1),2012,4.15,3,4.00,32
Majestic,Ataraxia,2010,4.07,2,3.75,76
Majestic,Arrival.,2009,4.15,3,4.00,66
Majestic (SE),Trinity Overture,2000,4.57,2,4.75,7
Majestic (SE),Abstract Symphony,1999,4.59,1,5.00,7
Majestic Vanguard,Beyond The Moon,2005,4.59,1,5.00,8
Majesty of Revival,Pinnacle,2022,4.21,4,4.13,4
Major Denial,Duchess Of Sufferings,2017,4.46,4,4.50,7
Major Denial,Minor Ways,2014,4.59,1,5.00,1
Major Parkinson,Valesa - Chapter I- Velvet Prison,2022,4.44,10,4.45,10
Major Parkinson,Blackbox,2017,4.23,12,4.21,35
Major Parkinson,Twilight Cinema,2014,4.22,27,4.20,116
Major Parkinson,Songs From a Solitary Home,2010,4.40,32,4.41,313
Malady,Ainavihantaa,2021,4.19,2,4.00,7
Malady,Toinen Toista,2018,4.42,1,4.50,7
Malcolm Smith,We Were Here,2014,4.25,3,4.17,41
Maldoror,L'arbre-cimetière,2004,4.59,1,5.00,69
Malpractice,Turning Tides,2014,4.73,8,4.81,27
Malpractice,Triangular,2008,4.42,1,4.50,13
Malrun,Oblivion Awaits,2015,4.09,1,3.50,1
Mammoth,Deviations,2016,4.34,18,4.33,44
Mammoth,Innate,2015,4.19,2,4.00,2
Mammoth,Polymorphism,2014,4.45,3,4.50,12
Man,"Do You Like It Here Now, Are You Settling In?",1999,4.25,1,4.00,14
Man,Back Into The Future,1973,4.31,7,4.29,68
Man,Be Good to Yourself at Least Once a Day,1972,4.15,3,4.00,16
Man On Fire,Chrysalis,2011,4.40,16,4.41,510
Man On Fire,Habitat,2005,4.66,21,4.69,407
Man On Fire,The Undefined Design,2003,4.46,4,4.50,135
Mandroid Echostar,Mandroid Echostar EP,2012,4.09,1,3.50,51
Manfred Mann's Earth Band,Wired,2001,4.75,3,5.00,4
Manfred Mann's Earth Band,Criminal Tango,1986,4.46,4,4.50,6
Manfred Mann's Earth Band,Chance (Remastered),1980,4.42,1,4.50,2
Manfred Mann's Earth Band,The Roaring Silence,1976,4.75,3,5.00,5
Manfred Mann's Earth Band,Solar Fire  - Special Edition,1973,4.54,15,4.57,215
Mangala Vallis,Lycanthrope,2005,4.25,1,4.00,75
Mangala Vallis,The Book of Dreams,2002,4.44,2,4.50,115
Mangrove (NL),Facing the Sunset,2005,4.35,3,4.33,110
Mangrove (SE),Endless Skies,2009,4.25,1,4.00,29
Manigance,L'ombre Et La Lumiere,2006,4.44,2,4.50,2
Manigance,Signe de Vie (Remaster),2003,4.59,1,5.00,9
Manitou,Entrance,1995,4.25,3,4.17,8
Manna/Mirage,Man Out Of Time,2021,3.94,2,3.50,11
Manning,Margaret's Children,2011,4.18,8,4.12,26
Manning,Songs From The Bilston House,2007,4.46,4,4.50,20
Manning,Anser's Tree,2006,4.14,7,4.07,10
Manning,One Small Step,2005,3.98,10,3.90,17
Manning,A Matter of Life & Death,2004,4.25,1,4.00,16
Manticora,To Live to Kill to Live,2020,4.34,9,4.33,31
Manticora,To Kill to Live to Kill,2018,4.35,3,4.33,8
Manticora,8 Deadly Sins,2004,4.59,1,5.00,4
Manticora,Roots of Eternity,1999,4.69,2,5.00,6
Manticore,Next Step: Flight 19,2018,4.25,1,4.00,7
Mantra,Laniakea,2016,4.55,3,4.67,17
Mantra Vega,The Illusion's Reckoning,2016,4.25,9,4.22,42
Mantric Muse,Mantric Muse,2012,4.47,7,4.50,91
Marathon,Mark Kelly's Marathon,2020,4.41,6,4.42,19
Marble House,Embers,2018,4.25,1,4.00,2
Marc Bonilla,Celluloid Debris,2019,4.25,1,4.00,2
Marc Bonilla,American Matador,1993,4.25,3,4.17,60
Marc Bonilla,EE Ticket,1991,3.92,1,3.00,31
Marchesi Scamorza,Hypnophonia,2015,4.09,1,3.50,11
Marching Mind,The Sickness & The Theory,2012,4.75,11,4.82,115
Marco Antonio Araújo,Lucas,1984,4.08,7,4.00,22
Marco Ragni,If,2020,4.39,5,4.40,16
Marco Ragni,Land Of Blue Echoes,2016,4.53,7,4.57,41
Marco Ragni,Mother From The Sun,2014,4.32,5,4.30,27
Marco Ragni,1969,2011,4.06,10,4.00,18
Marco Ragni,In My Eyes,2010,4.09,1,3.50,22
Marco Sfogli,reMarcoble,2012,4.19,2,4.00,3
Marco Sfogli,There's Hope,2007,4.25,1,4.00,2
Margin,Psychedelic Teatime,2014,4.25,1,4.00,53
Marillion,An Hour Before It's Dark,2022,4.37,15,4.37,22
Marillion,F.E.A.R,2016,4.54,30,4.55,289
Marillion,Sounds That Can't Be Made,2012,4.44,2,4.50,31
Marillion,"Happiness Is The Road - Essence (Disc 1) Happiness Is The Road, Volume 1: Essence",2008,4.62,13,4.65,193
Marillion,"Happiness Is The Road - Essence (Disc 2) Happiness Is The Road, Volume 2: The Hard Shoulder",2008,4.22,13,4.19,208
Marillion,Somewhere Else,2007,4.15,3,4.00,115
Marillion,Marbles,2004,4.75,17,4.79,473
Marillion,marillion.com,1999,4.44,2,4.50,131
Marillion,Radiation,1998,4.55,3,4.67,24
Marillion,This Strange Engine,1997,4.53,6,4.58,42
Marillion,Brave (Steven Wilson Remix-Remaster),1994,4.46,4,4.50,5
Marillion,Holidays In Eden CD 2,1991,4.86,7,5.00,98
Marillion,Holidays In Eden CD 1,1991,4.72,6,4.83,50
Marillion,Seasons End,1989,4.42,14,4.43,292
Marillion,B'Sides Themselves,1988,4.61,14,4.64,213
Marillion,Clutching At Straws,1987,4.78,26,4.81,457
Marillion,Misplaced Childhood (Steven Wilson Remix-Remaster),1985,4.82,13,4.88,18
Marillion,Fugazi,1984,4.85,29,4.88,428
Marillion,Script For A Jester's Tear,1983,4.68,38,4.70,782
Marillion,Script For A Jester's Tear (Disc 2),1983,4.47,5,4.50,227
Mark Boals,Edge Of The World,2002,4.54,5,4.60,31
Mark Bogert,Painting the World,2016,4.32,2,4.25,2
Mark Bogert,A Story In Parts,2014,3.96,4,3.75,19
Marko Hietala,Pyre of the Black Heart,2020,4.40,11,4.41,43
Marquette,Into The Wild,2020,4.48,13,4.50,25
Marquette,Human Reparation,2015,3.97,6,3.83,4
Mars Hollow,World In Front Of Me,2011,4.47,5,4.50,115
Mars Hollow,Mars Hollow,2010,4.54,4,4.63,94
Mars Red Sky,Apex III (Praise For The Burning Soul),2016,4.25,1,4.00,1
Mars Red Sky,Mars Red Sky,2011,4.13,4,4.00,3
Marsyas,Emergence,2020,4.28,6,4.25,6
Martigan,Distant Monsters,2015,4.33,8,4.31,101
Martigan,Vision,2009,4.49,15,4.50,60
Martin Barre,Roads Less Travelled,2018,4.54,4,4.63,45
Martin Kohlstedt,Strom,2017,4.38,4,4.38,4
Martin Orford,The Old Road,2008,4.69,43,4.71,748
Martin Orford,Classical Music And Popular Songs,2000,4.35,3,4.33,4
Martin Turner,Written In The Stars,2015,4.13,4,4.00,21
Martin Turner's Wishbone Ash,The Life Begins Tour (Cd 1),2011,4.28,13,4.27,52
Martin Turner's Wishbone Ash,The Life Begins Tour (Cd 2),2011,4.16,6,4.08,28
Marygold,One Light Year,2017,3.88,4,3.63,14
Marygold,The Guns Of Marygold,2006,4.02,9,3.94,82
Maschine,Naturalis,2016,4.60,6,4.67,15
Maschine,Rubidium,2013,4.25,1,4.00,3
Masquerade,Flux,2001,4.25,1,4.00,11
Mass Deception,Halls of Amenti,2022,3.97,7,3.86,14
Master Castle,Dangerous Diamonds,2011,4.25,1,4.00,3
Master Castle,The Phoenix,2009,4.25,1,4.00,3
Master Massive,Black Feathers on Their Graves,2020,4.35,3,4.33,2
Master Massive,The Pendulum,2015,4.25,1,4.00,4
Mastermind,Insomnia,2010,4.59,1,5.00,114
Mastermind,Broken,2006,4.18,5,4.10,138
Mastermind,Angels Of The Apocalypse,2000,4.34,15,4.33,236
Mastermind,Excelsior!,1999,4.71,23,4.74,500
Mastermind,Mastermind IV - Until Eternity,1996,4.19,2,4.00,48
Mastermind,Vol. 2 - Brainstorm,1991,4.45,3,4.50,65
Mastermind,Vol. 1,1990,4.25,5,4.20,25
Masterplan,Novum Initium,2013,4.44,2,4.50,3
Masterplan,Time To Be King,2010,4.25,1,4.00,6
Masterplan,Mk II,2007,4.25,1,4.00,17
Masterplan,Aeronautics,2005,4.71,9,4.78,27
Matching Mole,Little Red Record,1972,4.04,4,3.88,16
Matraz,Gritaré,2002,4.25,5,4.20,9
Matt Stevens,Ghost.,2010,3.92,1,3.00,55
Mattias 'IA' Eklundh,Freak Guitar - The Smorgasbord (Disk 1),2013,4.44,2,4.50,5
Mattias 'IA' Eklundh,Freak Guitar - The Smorgasbord (Disk 2),2013,4.23,8,4.19,16
Mattias 'IA' Eklundh,Freak Guitar - The Road Less Traveled,2004,4.38,8,4.38,12
Mattias 'IA' Eklundh,Freak Guitar,1999,4.54,5,4.60,10
Maut,Black Swift,2015,4.04,4,3.88,5
Max Pie,Passengers,2021,4.42,1,4.50,4
Max Pie,Odd Memories,2015,3.94,2,3.50,6
Max Pie,Eight Pieces - One World,2013,4.25,1,4.00,4
Maximum Indifference,The Transmutations of Supposed Angels or Beings that were once Girls,2000,4.41,44,4.41,1692
Maximum Indifference,Maximum Indifference,1996,4.18,8,4.12,393
Maxophone,Maxophone,1973,4.25,1,4.00,16
Mayadome,Near Life Experience,1999,4.32,2,4.25,9
Mayadome,Paranormal Activity,1996,4.07,2,3.75,7
Maze Of Sound,Sunray,2014,4.66,6,4.75,128
Me El-Ma,Bowing Crosses,2018,4.04,5,3.90,4
Meander,Sithonia,2011,4.27,14,4.25,37
Mechanical Butterfly,The Irresistible Gravity,2014,4.35,3,4.33,8
Mechanical Butterfly,Mechanical Butterfly,2009,4.05,3,3.83,3
Mechanical Organic,The Global Hive Part Two,2014,4.59,1,5.00,15
Mechanical Organic,This Global Hive: Part One,2012,4.25,1,4.00,2
Mechanical Poet,Woodland Prattlers,2004,4.59,1,5.00,5
Mechina,Venator,2022,4.28,6,4.25,13
Medea,Northern Light,2017,4.42,1,4.50,10
Medic,Ascension,2018,4.25,1,4.00,5
Medulla,Remnant,2017,4.05,3,3.83,5
Meer,Playing House,2021,4.15,3,4.00,7
Mehida,The Eminent Storm,2009,4.09,1,3.50,3
Mehida,Blood &Water,2007,4.07,2,3.75,6
Mekong Delta,Wanderer On The Edge Of Time,2010,4.77,14,4.82,81
Mekong Delta,Visions Fugitives,1994,4.44,2,4.50,9
Melanie Mau & Martin Schnella,The Oblivion Tales,2017,4.09,1,3.50,14
Melanie Mau And Martin Schnella,Invoke The Ghosts Cd1,2022,4.42,7,4.43,7
Mellow Candle,Swaddling Songs,1972,4.18,5,4.10,40
Melodramus,Two: Glass Apple,2010,4.60,11,4.64,43
Melodramus,30 Silver Pieces,2007,4.44,10,4.45,13
Melora Rain,Rushing Sunset,2006,4.42,1,4.50,4
Melted Space,The Great Lie,2015,4.25,1,4.00,1
Memento Waltz,Division By Zero,2013,4.25,1,4.00,2
Memoira,Memoira,2008,4.32,2,4.25,6
Menace,Impact Velocity,2014,3.69,2,3.00,2
Menahem,Angels And Shadows,2008,4.32,5,4.30,14
Mental Fracture,Disaccord,2022,4.21,4,4.13,12
Mercenary,Metamorphosis,2011,4.42,1,4.50,2
Mercenary,Architect of Lies,2008,4.25,1,4.00,5
Mercenary,The Hours That Remain,2006,4.59,1,5.00,27
Mercenary,11 Dreams,2004,4.45,3,4.50,26
Mercury Falling,Introspection,2016,4.04,4,3.88,5
Mercury Rising,Building Rome,1998,3.95,3,3.67,5
Mercury Rising,Upon Deaf Ears,1994,3.92,1,3.00,5
Mercury Tide,Why?,2003,4.70,7,4.79,42
Mercury X,Between Worlds,2017,4.25,1,4.00,4
Mercury X,That's Blasphemy,2014,4.25,1,4.00,1
Mermaid Kiss,Another Country,2012,4.46,4,4.50,6
Mermaid Kiss,Etarlis,2007,4.25,15,4.23,313
Mermaid Kiss,Salt On Skin,2006,4.15,3,4.00,108
Messenger,Threnodies,2016,4.39,5,4.40,21
Metal Jam,The Prayer,2004,4.42,1,4.50,7
Metamorfosi,Inferno,1973,4.07,2,3.75,90
Metamorphosis,Dark,2009,4.63,8,4.69,529
Metaphysics,Beyond The Nightfall,2012,4.25,1,4.00,3
Methexis,Topos,2018,4.09,1,3.50,16
Methexis,Suiciety,2015,4.19,2,4.00,20
Methexis,The Fall Of Bliss,2011,3.94,2,3.50,18
Metro Society,A Journey In Paris,2007,4.35,3,4.33,7
Metronhomme,4,2019,4.35,3,4.33,7
Mew,Visuals,2017,4.10,6,4.00,35
Mew,+-,2015,4.19,10,4.15,40
Meyvn,Splintered Skies,2006,4.09,1,3.50,2
Mice On Stilts,Hope For A Mourning,2016,4.53,25,4.54,284
Mice On Stilts,An Ocean Held Me,2013,4.15,3,4.00,10
Michael Harris,Orchestrate II: Rage & Restraint,2019,4.54,5,4.60,7
Michael Harris,Tranz-Fused,2010,4.25,1,4.00,2
Michael Harris,Orchestrate,2006,4.25,1,4.00,1
Michael Harris,Words Collide,2003,4.42,1,4.50,1
Michael Harris,Sketches From The Thought Chamber,2001,4.69,2,5.00,12
Michael Harris,Defense Mechanizms,1991,4.42,1,4.50,1
Michael Hedges,Torched,1999,4.28,8,4.25,109
Michael Hedges,Oracle.,1996,4.07,2,3.75,37
Michael Manring,The Book Of Flame,1998,4.66,6,4.75,7
Michael Manring,Thonk,1994,4.11,9,4.06,383
Michael Pinnella,Ascension.,2014,4.61,18,4.64,64
Michael Pinnella,Enter By The Twelfth Gate,2004,4.52,11,4.55,282
Michael Romeo,"War Of The Worlds, Pt. 2",2022,4.69,31,4.71,46
Michael Romeo,"War Of The Worlds, Pt. 1",2018,4.68,28,4.70,63
Michael Romeo,The Dark Chapter,2000,4.21,9,4.17,40
Midas,Eternal Voyage,2017,4.05,3,3.83,15
Midas,Touch The Clear Air,2013,4.42,1,4.50,3
Midas,Third Operation,1999,4.42,1,4.50,5
Midnattsol,Nordlys (Limited Edition),2008,4.36,7,4.36,17
Midnattsol,Where Twilight Dwells,2005,4.61,10,4.65,35
Mikael Akerfeldt,Clark (Soundtrack From The Netflix Series),2022,4.25,1,4.00,5
Mike Oldfield,Return to Ommadawn,2017,4.46,4,4.50,11
Mike Oldfield,Tubular Bells 2003,2003,4.83,17,4.88,331
Mike Oldfield,Tubular Bells III,1998,4.73,12,4.79,165
Mike Oldfield,The Songs Of Distant Earth,1994,4.68,8,4.75,180
Mike Oldfield,Incantations,1978,4.25,1,4.00,8
Mike Oldfield,Ommadawn,1975,4.46,4,4.50,53
Mike Oldfield,Hergest Ridge,1974,3.97,7,3.86,44
Mike Oldfield,Tubular Bells,1973,4.51,18,4.53,148
Mike Rutherford,Smallcreep's Day,1980,4.66,34,4.68,449
Milky Way Gas Station,Somewhere / Anywhere,2017,4.06,10,4.00,50
Millenium,The Sin,2020,4.35,3,4.33,18
Millenium,The Web,2019,4.71,4,4.88,40
Millenium,MMXVIII,2018,4.09,1,3.50,1
Millenium,44 Minutes,2017,4.66,6,4.75,101
Millenium,In Search Of The Perfect Melody,2014,4.03,6,3.92,24
Millenium,Vocanda 2013 Live In Studio,2013,4.42,1,4.50,14
Millenium,Ego,2013,4.15,3,4.00,14
Millenium,Interdead,2008,4.25,3,4.17,29
Millenium,Numbers And The Big Dream Of Mr Sunders,2006,4.69,2,5.00,24
Millenium,Déjà Vu,2004,4.55,3,4.67,26
Mind Factory,Lacrima,2017,4.11,5,4.00,15
Mind Key,MK III - Aliens in Wonderland,2019,4.14,7,4.07,16
Mind Key,Pulse for a Graveheart,2009,4.46,4,4.50,4
Mind Key,Habemus Poland - Live In Katowice,2006,3.75,3,3.33,5
Mind Key,Journey Of A Rough Diamond,2004,4.59,1,5.00,7
Mind's Doors,The Edge of the World,2018,4.43,8,4.44,20
Mind's Doors,Capital Sins,2010,4.25,1,4.00,1
Mind's Eye,1994 / The Afterglow,2008,4.53,8,4.56,84
Mind's Eye,A Gentleman's Hurricane,2007,4.61,9,4.67,114
Mind's Eye,Waiting For The Tide,2006,4.55,3,4.67,122
Mind's Eye,Walking on H20,2006,4.41,52,4.41,1379
Mind's Eye,A Work Of Art,2005,4.41,6,4.42,157
Mind's Eye,Into The Unknown,1998,4.59,1,5.00,42
Mindcage,Our Own Devices,2013,4.25,1,4.00,2
Mindfar,Prophet Of The Astral Gods,2021,4.59,1,5.00,5
Mindfar,The Dark Tower,2017,4.35,3,4.33,9
Mindfields Factory,Ice Age 2085,2011,4.44,2,4.50,9
Mindflow,With Bare Hands,2011,4.57,2,4.75,16
Mindflow,365,2010,4.32,2,4.25,7
Mindflow,Destructive Device,2008,4.60,6,4.67,46
Mindflow,Mind Over Body,2006,4.19,2,4.00,3
Mindflow,Just The Two Of Us... Me And Them,2004,4.54,4,4.63,36
Mindgames,Paradox of Choice,2015,4.39,9,4.39,26
Mindgames,MMX,2009,4.58,7,4.64,60
Mindgames,Actors In A Play,2006,4.61,36,4.63,514
Mindmaze,Back from the Edge,2014,4.38,4,4.38,3
Mindmaze,Mask of Lies,2013,4.25,1,4.00,4
Mindspeak,Eclipse Chaser,2019,4.42,7,4.43,29
Mindsplit,Charmed Human Art of Significance,2010,4.19,2,4.00,12
Mindtech,Edge Of The World,2016,4.55,3,4.67,7
Mindwarp Chamber,Supernova,2010,4.38,4,4.38,8
Mindwarp Chamber,Delusional Reality,2008,4.25,1,4.00,2
Mindwarp Chamber,Skeptic's Eye (Ltd. Edition EP),2007,4.60,6,4.67,11
Mindwaves,Ivory Castle,2007,4.05,3,3.83,77
Minimum Vital,Pavanes cd2,2015,4.42,1,4.50,11
Minimum Vital,Pavanes cd1,2015,4.25,1,4.00,14
Minotaurus,Fly Away,1978,4.57,9,4.61,114
Minstrel,Faust,2000,4.44,2,4.50,12
Mirthrandir,For You The Old Women,1976,4.35,3,4.33,9
Miserium,Return To Grace,2013,4.25,1,4.00,1
Misery Inc.,Random End,2005,4.81,7,4.93,18
Missa Mercuria,Missa Mercuria,2002,4.48,12,4.50,46
Mister Robot,Robot Dreams,2021,4.25,1,4.00,7
Mister Robot,Fables for Robots,2020,3.97,5,3.80,11
Mistheria,Gemini,2017,4.29,4,4.25,38
Mistheria,Dragon Fire,2010,4.25,3,4.17,11
Mistheria,Messenger Of The Gods,2004,4.75,3,5.00,7
Modern-Rock Ensemble,Night Dreams & Wishes,2019,4.27,14,4.25,40
Modern-Rock Ensemble,Touch the Mystery,2016,4.29,4,4.25,17
Modest Midget,CRYSIS,2015,4.10,11,4.05,121
Modest Midget,Partial Exposure,2008,4.04,4,3.88,10
Modulo 1000,Nao Fale Com Paredes,1970,3.69,2,3.00,17
Moetar,Entropy Of The Century,2014,4.08,33,4.06,168
Moetar,From These Small Seeds,2012,4.39,9,4.39,7
Molybaron,The Mutiny,2021,4.15,3,4.00,13
Momentum,Uit het leven gegrepen,2021,4.25,1,4.00,3
Monarch Trail,Wither Down,2021,4.32,5,4.30,14
Monarch Trail,Sand,2017,4.28,8,4.25,63
Monarch Trail,Skye,2014,4.29,4,4.25,7
Monkey3,Sphere,2019,4.47,6,4.50,15
Monkey3,Astra Symmetry,2016,4.13,4,4.00,6
Monomyth,Orbis Quadrantis,2019,4.25,1,4.00,1
Monomyth,Exo,2016,4.15,3,4.00,10
Monomyth,Further,2014,3.89,5,3.70,22
Monstro,Monstro,2011,4.25,1,4.00,4
Montgolfière,The Fall,2017,4.11,5,4.00,34
Moon After Moon,Iron Grey Sea,2013,4.45,3,4.50,14
Moon Halo,Chroma,2020,4.54,5,4.60,21
